Resolution      GOP#            TranscodingTime          Pts             InputSize       outputSize      

320X180         1               668                      0               692842          348024          

320X180         2               2193                     3000            1417753         1439632         

320X180         3               1423                     12000           1087924         1043364         

320X180         4               1072                     17000           965073          956718          

320X180         5               935                      20000           682937          853443          

320X180         6               879                      23000           527184          491931          

320X180         7               2297                     26000           1667019         1403956         

320X180         8               2354                     36000           1971144         1681977         

320X180         9               461                      46000           235808          241654          

320X180         10              1514                     49000           1411644         1084325         

320X180         11              811                      56000           426714          444966          

320X180         12              331                      60000           309296          177759          

320X180         13              242                      62000           257945          227011          

320X180         14              772                      63000           571392          716433          

320X180         15              379                      66000           272500          281725          

320X180         16              381                      68000           305556          212651          

320X180         17              1464                     69000           846596          982748          

320X180         18              534                      76000           606374          365749          

320X180         19              650                      77000           325119          647603          

Resolution      GOP#            TranscodingTime          Pts             InputSize       outputSize      

320X180         1               655                      0               692842          348024          

320X180         2               2150                     3000            1417753         1439632         

320X180         3               1432                     12000           1087924         1043364         

320X180         4               1056                     17000           965073          956718          

320X180         5               910                      20000           682937          853443          

320X180         6               848                      23000           527184          491931          

320X180         7               2269                     26000           1667019         1403956         

320X180         8               2351                     36000           1971144         1681977         

320X180         9               462                      46000           235808          241654          

320X180         10              1504                     49000           1411644         1084325         

320X180         11              801                      56000           426714          444966          

320X180         12              339                      60000           309296          177759          

320X180         13              242                      62000           257945          227011          

320X180         14              781                      63000           571392          716433          

320X180         15              379                      66000           272500          281725          

320X180         16              366                      68000           305556          212651          

320X180         17              1501                     69000           846596          982748          

320X180         18              1073                     76000           606374          365749          

320X180         19              636                      77000           325119          647603          

Resolution      GOP#            TranscodingTime          Pts             InputSize       outputSize      

320X180         1               656                      0               692842          348024          

320X180         2               2172                     3000            1417753         1439632         

320X180         3               1433                     12000           1087924         1043364         

320X180         4               1062                     17000           965073          956718          

320X180         5               927                      20000           682937          853443          

320X180         6               870                      23000           527184          491931          

320X180         7               2295                     26000           1667019         1403956         

320X180         8               2359                     36000           1971144         1681977         

320X180         9               471                      46000           235808          241654          

320X180         10              1538                     49000           1411644         1084325         

320X180         11              835                      56000           426714          444966          

320X180         12              345                      60000           309296          177759          

320X180         13              247                      62000           257945          227011          

320X180         14              791                      63000           571392          716433          

320X180         15              383                      66000           272500          281725          

