Resolution      GOP#            TranscodingTime          Pts             InputSize       outputSize      

320X180         1               885                      0               682401          572835          

320X180         2               872                      4000            585747          741927          

320X180         3               544                      8000            448302          399976          

320X180         4               593                      10000           602288          508096          

320X180         5               1043                     12000           633351          1067939         

320X180         6               434                      16000           472549          500080          

320X180         7               650                      17000           409071          648342          

320X180         8               616                      20000           1405469         386599          

320X180         9               1494                     21000           2273343         1911870         

320X180         10              995                      24000           654088          1692925         

320X180         11              525                      26000           1022323         298466          

320X180         12              818                      27000           325187          1230708         

320X180         13              586                      29000           499621          563617          

320X180         14              1623                     30000           2880156         1369276         

320X180         15              914                      33000           466623          1350802         

320X180         16              1451                     35000           1291018         1074895         

320X180         17              287                      40000           359753          160744          

320X180         18              330                      42000           884227          55482           

320X180         19              647                      43000           845712          780099          

320X180         20              1563                     44000           790960          1314656         

320X180         21              1354                     51000           914541          1010560         

320X180         22              2843                     58000           3089503         2629688         

320X180         23              2264                     66000           1695496         2610350         

320X180         24              525                      71000           187188          586839          

320X180         25              1654                     72000           983811          1147735         

320X180         26              567                      80000           124924          602759          

320X180         27              479                      81000           232798          366438          

320X180         28              394                      83000           327905          217465          

320X180         29              799                      86000           317465          480778          

320X180         30              1032                     90000           780119          715730          

320X180         31              3452                     94000           2050206         3138646         

320X180         32              4368                     104000          2791362         4792710         

320X180         33              4338                     114000          3219139         4094828         

320X180         34              4623                     124000          3383975         3900704         

320X180         35              4004                     134000          5741488         3922355         

320X180         36              3597                     144000          6491819         3723135         

320X180         37              4092                     154000          6219561         3930714         

320X180         38              3101                     164000          2423557         2094443         

320X180         39              1585                     174000          891129          1027162         

320X180         40              1781                     180000          914171          906392          

320X180         41              1061                     190000          690560          677983          

Resolution      GOP#            TranscodingTime          Pts             InputSize       outputSize      

320X180         1               908                      0               682401          572835          

320X180         2               888                      4000            585747          741927          

320X180         3               544                      8000            448302          399976          

320X180         4               585                      10000           602288          508096          

320X180         5               1014                     12000           633351          1067939         

320X180         6               423                      16000           472549          500080          

320X180         7               644                      17000           409071          648342          

320X180         8               610                      20000           1405469         386599          

320X180         9               1484                     21000           2273343         1911870         

320X180         10              974                      24000           654088          1692925         

320X180         11              535                      26000           1022323         298466          

320X180         12              839                      27000           325187          1230708         

320X180         13              588                      29000           499621          563617          

320X180         14              1632                     30000           2880156         1369276         

320X180         15              940                      33000           466623          1350802         

320X180         16              1490                     35000           1291018         1074895         

320X180         17              293                      40000           359753          160744          

320X180         18              331                      42000           884227          55482           

320X180         19              640                      43000           845712          780099          

320X180         20              1624                     44000           790960          1314656         

320X180         21              1405                     51000           914541          1010560         

320X180         22              2831                     58000           3089503         2629688         

320X180         23              2267                     66000           1695496         2610350         

320X180         24              509                      71000           187188          586839          

320X180         25              1629                     72000           983811          1147735         

320X180         26              551                      80000           124924          602759          

320X180         27              454                      81000           232798          366438          

320X180         28              375                      83000           327905          217465          

320X180         29              776                      86000           317465          480778          

320X180         30              1005                     90000           780119          715730          

320X180         31              3361                     94000           2050206         3138646         

320X180         32              4251                     104000          2791362         4792710         

320X180         33              4575                     114000          3219139         4094828         

320X180         34              4325                     124000          3383975         3900704         

320X180         35              4028                     134000          5741488         3922355         

320X180         36              3580                     144000          6491819         3723135         

320X180         37              3988                     154000          6219561         3930714         

320X180         38              2995                     164000          2423557         2094443         

320X180         39              1503                     174000          891129          1027162         

320X180         40              1677                     180000          914171          906392          

320X180         41              979                      190000          690560          677983          

Resolution      GOP#            TranscodingTime          Pts             InputSize       outputSize      

320X180         1               843                      0               682401          572835          

320X180         2               841                      4000            585747          741927          

320X180         3               514                      8000            448302          399976          

320X180         4               571                      10000           602288          508096          

320X180         5               974                      12000           633351          1067939         

320X180         6               417                      16000           472549          500080          

320X180         7               615                      17000           409071          648342          

320X180         8               575                      20000           1405469         386599          

320X180         9               1404                     21000           2273343         1911870         

320X180         10              926                      24000           654088          1692925         

320X180         11              516                      26000           1022323         298466          

320X180         12              824                      27000           325187          1230708         

320X180         13              563                      29000           499621          563617          

320X180         14              1546                     30000           2880156         1369276         

320X180         15              921                      33000           466623          1350802         

320X180         16              1532                     35000           1291018         1074895         

320X180         17              299                      40000           359753          160744          

320X180         18              336                      42000           884227          55482           

320X180         19              636                      43000           845712          780099          

320X180         20              1748                     44000           790960          1314656         

320X180         21              1417                     51000           914541          1010560         

320X180         22              2808                     58000           3089503         2629688         

320X180         23              2239                     66000           1695496         2610350         

320X180         24              512                      71000           187188          586839          

320X180         25              1601                     72000           983811          1147735         

320X180         26              535                      80000           124924          602759          

320X180         27              448                      81000           232798          366438          

320X180         28              369                      83000           327905          217465          

320X180         29              768                      86000           317465          480778          

320X180         30              985                      90000           780119          715730          

320X180         31              3315                     94000           2050206         3138646         

320X180         32              4419                     104000          2791362         4792710         

320X180         33              4299                     114000          3219139         4094828         

