Resolution      GOP#            TranscodingTime          Pts             InputSize       outputSize      

320X180         1               235                      0               610726          300783          

320X180         2               91                       2000            254033          77517           

320X180         3               286                      3000            551058          411231          

320X180         4               132                      6000            235067          93803           

320X180         5               161                      8000            290101          197912          

320X180         6               515                      9000            771734          441970          

320X180         7               209                      16000           526757          305412          

320X180         8               261                      17000           515342          309845          

320X180         9               1079                     20000           2602418         1462212         

320X180         10              180                      29000           85168           203405          

320X180         11              346                      32000           868362          442235          

320X180         12              131                      34000           264047          130403          

320X180         13              196                      35000           569402          207759          

320X180         14              241                      36000           323060          205565          

320X180         15              402                      39000           682008          433924          

320X180         16              124                      44000           147494          129434          

320X180         17              168                      45000           368608          270824          

320X180         18              121                      47000           197569          141907          

320X180         19              389                      48000           1077269         596367          

320X180         20              357                      51000           1070046         503056          

320X180         21              632                      53000           1122351         800708          

320X180         22              223                      60000           391208          217848          

320X180         23              249                      63000           445168          294482          

320X180         24              395                      66000           927374          413793          

320X180         25              184                      69000           159760          213605          

320X180         26              868                      72000           1520942         828003          

320X180         27              228                      82000           656027          290695          

320X180         28              1008                     83000           2471742         1376792         

320X180         29              114                      90000           204229          91572           

320X180         30              210                      92000           609737          192055          

320X180         31              169                      93000           310522          232809          

320X180         32              121                      95000           219383          120436          

320X180         33              176                      97000           345520          220551          

320X180         34              293                      98000           764382          342096          

320X180         35              151                      101000          305451          103268          

320X180         36              165                      102000          357993          182105          

320X180         37              148                      104000          287750          149770          

320X180         38              432                      106000          864573          439206          

320X180         39              739                      110000          1880662         1111680         

320X180         40              213                      115000          529290          192803          

320X180         41              220                      117000          595715          319528          

320X180         42              185                      119000          393251          229068          

320X180         43              370                      121000          863181          230480          

320X180         44              499                      124000          410710          561440          

320X180         45              410                      132000          998230          512313          

320X180         46              132                      135000          218477          178298          

320X180         47              1131                     137000          3216722         1076341         

320X180         48              316                      145000          721097          417981          

320X180         49              415                      148000          785707          457780          

320X180         50              289                      152000          792496          491113          

320X180         51              383                      154000          974937          292091          

320X180         52              271                      157000          748311          377403          

320X180         53              421                      159000          1062749         518412          

320X180         54              117                      162000          221227          116401          

320X180         55              1224                     163000          2841728         1718861         

320X180         56              366                      173000          726273          328163          

320X180         57              209                      176000          413349          202069          

320X180         58              923                      179000          2386438         1135782         

320X180         59              1455                     186000          4255978         1703822         

320X180         60              1485                     195000          4188468         2039869         

320X180         61              882                      205000          2402441         1201337         

320X180         62              157                      211000          377929          191087          

320X180         63              180                      212000          344836          237807          

320X180         64              241                      215000          417870          285818          

320X180         65              264                      218000          468973          354839          

320X180         66              668                      221000          713922          793526          

320X180         67              146                      230000          437848          189842          

320X180         68              149                      232000          135652          254955          

320X180         69              130                      234000          202143          125351          

320X180         70              216                      236000          443180          294109          

320X180         71              535                      238000          995009          580680          

320X180         72              283                      244000          483138          394032          

320X180         73              213                      248000          476255          194698          

320X180         74              213                      250000          577433          329477          

320X180         75              465                      252000          897766          404625          

320X180         76              122                      256000          336884          141677          

320X180         77              234                      257000          396920          340061          

320X180         78              368                      260000          1390246         738347          

320X180         79              561                      261000          1849219         1134781         

320X180         80              222                      264000          642075          209235          

320X180         81              280                      266000          964541          459122          

320X180         82              210                      267000          375860          220126          

320X180         83              170                      269000          495524          153205          

320X180         84              777                      270000          2720884         1383795         

320X180         85              232                      273000          504648          217563          

320X180         86              534                      275000          1251130         792855          

320X180         87              112                      280000          319503          78550           

320X180         88              274                      282000          851909          605384          

320X180         89              265                      283000          864090          331390          

320X180         90              585                      284000          918454          872252          

320X180         91              601                      291000          943907          860734          

320X180         92              1178                     298000          3247761         1210710         

320X180         93              857                      306000          2284932         1137810         

320X180         94              115                      311000          184230          68368           

320X180         95              712                      312000          1196954         978671          

320X180         96              145                      320000          186771          88160           

320X180         97              145                      321000          200448          82008           

320X180         98              189                      323000          351297          143593          

320X180         99              310                      326000          308545          324892          

320X180         100             928                      330000          1836131         509287          

320X180         101             1198                     340000          2578704         827370          

320X180         102             1252                     350000          3075134         851093          

320X180         103             1323                     360000          3095920         777428          

320X180         104             1330                     370000          3838922         1679894         

320X180         105             1425                     380000          4262899         2398407         

320X180         106             1591                     390000          5187993         2586765         

320X180         107             1332                     400000          3083568         840072          

320X180         108             935                      410000          1463361         432402          

320X180         109             718                      420000          842132          520867          

