Resolution      GOP#            TranscodingTime          Pts             InputSize       outputSize      
320X180         5               728                      10000           632340          822963          

320X180         6               696                      12000           541576          713648          

320X180         7               450                      13000           354727          514940          

320X180         8               543                      14000           474095          599533          

320X180         9               606                      16000           250803          686201          

320X180         10              991                      17000           673341          927378          

320X180         11              683                      21000           628855          577036          

320X180         12              698                      22000           225852          793877          

320X180         13              262                      24000           380692          133370          

320X180         14              567                      25000           492996          477037          

320X180         15              524                      27000           264938          198116          

320X180         16              1283                     28000           1007422         802582          

320X180         17              1380                     30000           1168786         998494          

320X180         18              718                      34000           612628          580385          

320X180         19              1337                     35000           878793          1116598         

320X180         20              152                      39000           114312          128868          

Resolution      GOP#            TranscodingTime          Pts             InputSize       outputSize      

320X180         1               444                      0               203487          28121           

320X180         2               300                      6000            1015559         719             

320X180         3               855                      7000            889221          1150825         

320X180         4               576                      9000            491204          699464          

320X180         5               718                      10000           632340          822963          

320X180         6               692                      12000           541576          713648          

320X180         7               442                      13000           354727          514940          

320X180         8               542                      14000           474095          599533          

320X180         9               613                      16000           250803          686201          

320X180         10              1020                     17000           673341          927378          

320X180         11              710                      21000           628855          577036          

320X180         12              722                      22000           225852          793877          

320X180         13              257                      24000           380692          133370          

320X180         14              553                      25000           492996          477037          

320X180         15              291                      27000           264938          198116          

320X180         16              973                      28000           1007422         802582          

320X180         17              1355                     30000           1168786         998494          

320X180         18              680                      34000           612628          580385          

320X180         19              1345                     35000           878793          1116598         

320X180         20              159                      39000           114312          128868          

Resolution      GOP#            TranscodingTime          Pts             InputSize       outputSize      

320X180         1               426                      0               203487          28121           

320X180         2               289                      6000            1015559         719             

320X180         3               836                      7000            889221          1150825         

320X180         4               564                      9000            491204          699464          

320X180         5               690                      10000           632340          822963          

320X180         6               668                      12000           541576          713648          

320X180         7               436                      13000           354727          514940          

320X180         8               518                      14000           474095          599533          

320X180         9               589                      16000           250803          686201          

320X180         10              1010                     17000           673341          927378          

