Resolution      GOP#            TranscodingTime          Pts             InputSize       outputSize      

320X180         1               5                        0               2546528         0               

320X180         2               113                      111000          2995456         89749           

320X180         3               152                      112000          3001136         142824          

320X180         4               147                      112000          3074576         191177          

320X180         5               152                      113000          2996048         149798          

320X180         6               149                      114000          2960256         100937          

320X180         7               151                      114000          2965584         128783          

320X180         8               56                       115000          1238112         38873           

320X180         9               180                      115000          2991456         269068          

320X180         10              185                      116000          2951024         312012          

320X180         11              190                      116000          3061112         300838          

320X180         12              196                      117000          3080752         297379          

320X180         13              74                       118000          1319264         111580          

320X180         14              179                      118000          3024008         301090          

320X180         15              192                      118000          3092688         298417          

320X180         16              178                      119000          3023696         304083          

320X180         17              179                      120000          3042224         303326          

320X180         18              207                      120000          3086248         314977          

320X180         19              330                      121000          3192472         327637          

320X180         20              443                      122000          2841352         375428          

320X180         21              345                      122000          3029248         362378          

320X180         22              226                      123000          3065880         366058          

320X180         23              194                      123000          3053808         360605          

320X180         24              188                      124000          3076872         347681          

320X180         25              170                      125000          3021152         260676          

320X180         26              174                      125000          3023632         231349          

320X180         27              169                      126000          3044064         256141          

320X180         28              183                      127000          3063280         276752          

320X180         29              170                      127000          3052576         248275          

320X180         30              172                      128000          3066232         265793          

320X180         31              183                      128000          3055184         257100          

320X180         32              194                      129000          3078448         267252          

320X180         33              216                      130000          3054680         283853          

320X180         34              218                      130000          3053160         272434          

320X180         35              126                      131000          1963632         154414          

320X180         36              220                      131000          3209416         308160          

320X180         37              219                      132000          2798664         330781          

320X180         38              220                      133000          3039040         302742          

320X180         39              223                      133000          3100176         313923          

320X180         40              214                      134000          2975504         309667          

320X180         41              188                      134000          2934600         292693          

320X180         42              205                      135000          3058568         277794          

320X180         43              186                      136000          3100832         276113          

320X180         44              79                       136000          1400336         108853          

320X180         45              189                      137000          3160440         306566          

320X180         46              192                      137000          2959728         310422          

320X180         47              154                      138000          2437904         249676          

320X180         48              180                      138000          2904880         306381          

320X180         49              105                      139000          1885520         173533          

320X180         50              166                      139000          3115448         146099          

320X180         51              159                      140000          3034312         136251          

320X180         52              159                      141000          3088728         124430          

320X180         53              166                      141000          3035784         107878          

320X180         54              164                      142000          3081928         94698           

320X180         55              157                      142000          3025056         106451          

320X180         56              68                       143000          1438144         47404           

320X180         57              173                      143000          3016136         214944          

320X180         58              164                      144000          2915040         227190          

320X180         59              170                      145000          3036968         232903          

320X180         60              176                      145000          3043264         230509          

320X180         61              175                      146000          3029320         203722          

320X180         62              165                      146000          3036040         188136          

320X180         63              168                      147000          2893792         225240          

320X180         64              174                      148000          3091232         220725          

320X180         65              181                      148000          3080944         196839          

320X180         66              179                      149000          3067400         198394          

320X180         67              174                      150000          3089272         166909          

320X180         68              175                      150000          3011392         121112          

320X180         69              175                      151000          3052160         139618          

320X180         70              172                      151000          3057752         130526          

320X180         71              171                      152000          3036632         83472           

320X180         72              186                      153000          3139112         161422          

320X180         73              182                      153000          2608760         200135          

320X180         74              23                       154000          177328          5999            

320X180         75              67                       154000          55320           3797            

320X180         76              67                       155000          55320           2685            

320X180         77              68                       155000          55336           2685            

320X180         78              75                       156000          489392          3245            

320X180         79              176                      157000          2715464         25846           

320X180         80              183                      157000          3223408         42081           

320X180         81              187                      158000          3035152         42339           

320X180         82              167                      158000          2971832         42222           

320X180         83              176                      159000          2971192         48107           

320X180         84              171                      160000          2976240         43074           

320X180         85              178                      160000          2982600         43056           

320X180         86              182                      161000          2987448         44543           

320X180         87              170                      162000          2992824         50824           

320X180         88              172                      162000          3002192         45519           

320X180         89              39                       163000          819984          8377            

320X180         90              165                      163000          2642936         59695           

320X180         91              161                      164000          2405024         71052           

320X180         92              151                      164000          2289264         65020           

320X180         93              58                       165000          945952          28259           

320X180         94              82                       165000          1128656         36783           

Resolution      GOP#            TranscodingTime          Pts             InputSize       outputSize      

320X180         1               5                        0               2546528         0               

320X180         2               107                      111000          2995456         89749           

320X180         3               153                      112000          3001136         142824          

320X180         4               155                      112000          3074576         191177          

320X180         5               152                      113000          2996048         149798          

320X180         6               149                      114000          2960256         100937          

320X180         7               132                      114000          2965584         128783          

320X180         8               51                       115000          1238112         38873           

320X180         9               158                      115000          2991456         269068          

320X180         10              151                      116000          2951024         312012          

320X180         11              151                      116000          3061112         300838          

320X180         12              151                      117000          3080752         297379          

320X180         13              61                       118000          1319264         111580          

320X180         14              154                      118000          3024008         301090          

320X180         15              153                      118000          3092688         298417          

320X180         16              155                      119000          3023696         304083          

320X180         17              148                      120000          3042224         303326          

320X180         18              153                      120000          3086248         314977          

320X180         19              173                      121000          3192472         327637          

320X180         20              150                      122000          2841352         375428          

320X180         21              152                      122000          3029248         362378          

320X180         22              165                      123000          3065880         366058          

320X180         23              163                      123000          3053808         360605          

320X180         24              163                      124000          3076872         347681          

320X180         25              141                      125000          3021152         260676          

320X180         26              146                      125000          3023632         231349          

320X180         27              140                      126000          3044064         256141          

320X180         28              144                      127000          3063280         276752          

320X180         29              153                      127000          3052576         248275          

320X180         30              154                      128000          3066232         265793          

320X180         31              149                      128000          3055184         257100          

320X180         32              145                      129000          3078448         267252          

320X180         33              145                      130000          3054680         283853          

320X180         34              148                      130000          3053160         272434          

320X180         35              88                       131000          1963632         154414          

320X180         36              159                      131000          3209416         308160          

320X180         37              152                      132000          2798664         330781          

320X180         38              153                      133000          3039040         302742          

320X180         39              151                      133000          3100176         313923          

