Resolution      GOP#            TranscodingTime          Pts             InputSize       outputSize      

320X180         1               122                      0               568387          0               

320X180         2               183                      1000            138075          131822          

320X180         3               374                      2000            616623          228428          

320X180         4               180                      3000            120954          186767          

320X180         5               790                      4000            1320342         787179          

320X180         6               379                      7000            388337          473816          

320X180         7               504                      8000            830432          552241          

320X180         8               371                      9000            358069          477855          

320X180         9               377                      10000           235508          422416          

320X180         10              499                      11000           270689          407046          

320X180         11              665                      13000           548536          395076          

320X180         12              353                      16000           911800          119981          

320X180         13              448                      18000           517615          659258          

320X180         14              317                      19000           212366          402951          

320X180         15              414                      20000           924690          340293          

320X180         16              536                      21000           786187          584370          

320X180         17              502                      23000           214037          744433          

320X180         18              989                      24000           1089054         813806          

320X180         19              435                      30000           258219          350911          

320X180         20              646                      32000           239020          532230          

Resolution      GOP#            TranscodingTime          Pts             InputSize       outputSize      

320X180         1               121                      0               568387          0               

320X180         2               182                      1000            138075          131822          

320X180         3               370                      2000            616623          228428          

320X180         4               176                      3000            120954          186767          

320X180         5               778                      4000            1320342         787179          

320X180         6               375                      7000            388337          473816          

320X180         7               507                      8000            830432          552241          

320X180         8               366                      9000            358069          477855          

320X180         9               378                      10000           235508          422416          

320X180         10              495                      11000           270689          407046          

320X180         11              650                      13000           548536          395076          

320X180         12              341                      16000           911800          119981          

320X180         13              436                      18000           517615          659258          

320X180         14              313                      19000           212366          402951          

320X180         15              397                      20000           924690          340293          

320X180         16              526                      21000           786187          584370          

320X180         17              501                      23000           214037          744433          

320X180         18              967                      24000           1089054         813806          

320X180         19              415                      30000           258219          350911          

320X180         20              621                      32000           239020          532230          

Resolution      GOP#            TranscodingTime          Pts             InputSize       outputSize      

320X180         1               119                      0               568387          0               

320X180         2               178                      1000            138075          131822          

320X180         3               361                      2000            616623          228428          

320X180         4               176                      3000            120954          186767          

320X180         5               766                      4000            1320342         787179          

320X180         6               367                      7000            388337          473816          

320X180         7               490                      8000            830432          552241          

320X180         8               358                      9000            358069          477855          

320X180         9               368                      10000           235508          422416          

320X180         10              486                      11000           270689          407046          

320X180         11              646                      13000           548536          395076          

320X180         12              341                      16000           911800          119981          

320X180         13              433                      18000           517615          659258          

320X180         14              313                      19000           212366          402951          

320X180         15              400                      20000           924690          340293          

320X180         16              502                      21000           786187          584370          

320X180         17              485                      23000           214037          744433          

320X180         18              974                      24000           1089054         813806          

320X180         19              419                      30000           258219          350911          

320X180         20              615                      32000           239020          532230          

Resolution      GOP#            TranscodingTime          Pts             InputSize       outputSize      

320X180         1               123                      0               568387          0               

320X180         2               178                      1000            138075          131822          

320X180         3               363                      2000            616623          228428          

320X180         4               174                      3000            120954          186767          

320X180         5               767                      4000            1320342         787179          

320X180         6               366                      7000            388337          473816          

320X180         7               496                      8000            830432          552241          

320X180         8               371                      9000            358069          477855          

320X180         9               364                      10000           235508          422416          

320X180         10              486                      11000           270689          407046          

320X180         11              643                      13000           548536          395076          

320X180         12              347                      16000           911800          119981          

320X180         13              448                      18000           517615          659258          

320X180         14              323                      19000           212366          402951          

320X180         15              411                      20000           924690          340293          

320X180         16              515                      21000           786187          584370          

320X180         17              490                      23000           214037          744433          

320X180         18              971                      24000           1089054         813806          

320X180         19              422                      30000           258219          350911          

320X180         20              616                      32000           239020          532230          

Resolution      GOP#            TranscodingTime          Pts             InputSize       outputSize      

320X180         1               119                      0               568387          0               

320X180         2               175                      1000            138075          131822          

320X180         3               363                      2000            616623          228428          

320X180         4               174                      3000            120954          186767          

320X180         5               780                      4000            1320342         787179          

320X180         6               370                      7000            388337          473816          

320X180         7               518                      8000            830432          552241          

320X180         8               412                      9000            358069          477855          

320X180         9               688                      10000           235508          422416          

320X180         10              507                      11000           270689          407046          

320X180         11              668                      13000           548536          395076          

320X180         12              352                      16000           911800          119981          

320X180         13              449                      18000           517615          659258          

320X180         14              324                      19000           212366          402951          

